시도,시군구,읍면동,총인구수,노인인구수,구별_노인인구수,구별_치과수,구별_지표,최종_유망_지수
서울특별시,종로구,청운효자동,10835,2288,30841.0,143.0,215.67132867132867,493456.0
서울특별시,종로구,사직동,8908,1981,30841.0,143.0,215.67132867132867,427244.9020979021
서울특별시,종로구,삼청동,2114,613,30841.0,143.0,215.67132867132867,132206.52447552446
서울특별시,종로구,부암동,8926,2052,30841.0,143.0,215.67132867132867,442557.56643356645
서울특별시,종로구,평창동,17010,4049,30841.0,143.0,215.67132867132867,873253.2097902098
서울특별시,종로구,무악동,7658,1611,30841.0,143.0,215.67132867132867,347446.5104895105
서울특별시,종로구,교남동,9430,1798,30841.0,143.0,215.67132867132867,387777.0489510489
서울특별시,종로구,가회동,3616,907,30841.0,143.0,215.67132867132867,195613.8951048951
서울특별시,종로구,종로1.2.3.4가동,6637,1869,30841.0,143.0,215.67132867132867,403089.7132867133
서울특별시,종로구,종로5.6가동,5431,1133,30841.0,143.0,215.67132867132867,244355.61538461538
서울특별시,종로구,이화동,7042,1493,30841.0,143.0,215.67132867132867,321997.2937062937
서울특별시,종로구,혜화동,15572,2840,30841.0,143.0,215.67132867132867,612506.5734265734
서울특별시,종로구,창신제1동,4414,1367,30841.0,143.0,215.67132867132867,294822.70629370626
서울특별시,종로구,창신제2동,7158,2044,30841.0,143.0,215.67132867132867,440832.19580419577
서울특별시,종로구,창신제3동,6111,1492,30841.0,143.0,215.67132867132867,321781.62237762235
서울특별시,종로구,숭인제1동,5698,1398,30841.0,143.0,215.67132867132867,301508.51748251746
서울특별시,종로구,숭인제2동,10238,1906,30841.0,143.0,215.67132867132867,411069.55244755244
서울특별시,중구,소공동,2181,293,27266.0,185.0,147.38378378378377,43183.44864864864
서울특별시,중구,회현동,4072,1326,27266.0,185.0,147.38378378378377,195430.89729729728
서울특별시,중구,명동,2455,742,27266.0,185.0,147.38378378378377,109358.76756756756
서울특별시,중구,필동,4307,971,27266.0,185.0,147.38378378378377,143109.65405405403
서울특별시,중구,장충동,4525,958,27266.0,185.0,147.38378378378377,141193.66486486484
서울특별시,중구,광희동,5723,1248,27266.0,185.0,147.38378378378377,183934.96216216215
서울특별시,중구,을지로동,3029,511,27266.0,185.0,147.38378378378377,75313.11351351351
서울특별시,중구,신당동,7399,1730,27266.0,185.0,147.38378378378377,254973.94594594592
서울특별시,중구,다산동,12984,3211,27266.0,185.0,147.38378378378377,473249.3297297297
서울특별시,중구,약수동,15729,4391,27266.0,185.0,147.38378378378377,647162.1945945945
서울특별시,중구,청구동,10700,2704,27266.0,185.0,147.38378378378377,398525.7513513513
서울특별시,중구,신당제5동,9930,2132,27266.0,185.0,147.38378378378377,314222.227027027
서울특별시,중구,동화동,9723,2362,27266.0,185.0,147.38378378378377,348120.4972972973
서울특별시,중구,황학동,13121,2370,27266.0,185.0,147.38378378378377,349299.5675675675
서울특별시,중구,중림동,11840,2317,27266.0,185.0,147.38378378378377,341488.227027027
서울특별시,용산구,후암동,15652,3317,40009.0,96.0,416.7604166666667,1382394.3020833335
서울특별시,용산구,용산2가동,8483,2140,40009.0,96.0,416.7604166666667,891867.2916666667
서울특별시,용산구,남영동,6997,1683,40009.0,96.0,416.7604166666667,701407.78125
서울특별시,용산구,청파동,18597,3606,40009.0,96.0,416.7604166666667,1502838.0625
서울특별시,용산구,원효로제1동,17065,2251,40009.0,96.0,416.7604166666667,938127.6979166667
서울특별시,용산구,원효로제2동,13396,2607,40009.0,96.0,416.7604166666667,1086494.40625
서울특별시,용산구,효창동,10406,1731,40009.0,96.0,416.7604166666667,721412.28125
서울특별시,용산구,용문동,11045,2436,40009.0,96.0,416.7604166666667,1015228.375
서울특별시,용산구,한강로동,20864,3490,40009.0,96.0,416.7604166666667,1454493.8541666667
서울특별시,용산구,이촌제1동,24872,4721,40009.0,96.0,416.7604166666667,1967525.9270833335
서울특별시,용산구,이촌제2동,7735,1922,40009.0,96.0,416.7604166666667,801013.5208333334
서울특별시,용산구,이태원제1동,5865,1459,40009.0,96.0,416.7604166666667,608053.4479166667
서울특별시,용산구,이태원제2동,8365,1822,40009.0,96.0,416.7604166666667,759337.4791666667
서울특별시,용산구,한남동,13716,2737,40009.0,96.0,416.7604166666667,1140673.2604166667
서울특별시,용산구,서빙고동,12119,2388,40009.0,96.0,416.7604166666667,995223.875
서울특별시,용산구,보광동,6569,1699,40009.0,96.0,416.7604166666667,708075.9479166667
서울특별시,성동구,왕십리제2동,15713,2968,53513.0,124.0,431.5564516129032,1280859.5483870967
서울특별시,성동구,왕십리도선동,25538,4509,53513.0,124.0,431.5564516129032,1945888.0403225804
서울특별시,성동구,마장동,21407,4514,53513.0,124.0,431.5564516129032,1948045.8225806449
서울특별시,성동구,사근동,11880,1653,53513.0,124.0,431.5564516129032,713362.814516129
서울특별시,성동구,행당제1동,15550,2679,53513.0,124.0,431.5564516129032,1156139.7338709675
서울특별시,성동구,행당제2동,22329,4462,53513.0,124.0,431.5564516129032,1925604.887096774
서울특별시,성동구,응봉동,14409,2687,53513.0,124.0,431.5564516129032,1159592.1854838708
서울특별시,성동구,금호1가동,14281,3085,53513.0,124.0,431.5564516129032,1331351.6532258063
서울특별시,성동구,금호2.3가동,20527,4231,53513.0,124.0,431.5564516129032,1825915.3467741932
서울특별시,성동구,금호4가동,13855,2876,53513.0,124.0,431.5564516129032,1241156.3548387096
서울특별시,성동구,옥수동,25146,4821,53513.0,124.0,431.5564516129032,2080533.6532258063
서울특별시,성동구,성수1가제1동,14886,2751,53513.0,124.0,431.5564516129032,1187211.7983870967
서울특별시,성동구,성수1가제2동,13912,2502,53513.0,124.0,431.5564516129032,1079754.2419354836
서울특별시,성동구,성수2가제1동,13664,3268,53513.0,124.0,431.5564516129032,1410326.4838709675
서울특별시,성동구,성수2가제3동,9466,2015,53513.0,124.0,431.5564516129032,869586.2499999999
서울특별시,성동구,송정동,9097,2032,53513.0,124.0,431.5564516129032,876922.7096774193
서울특별시,성동구,용답동,13035,2460,53513.0,124.0,431.5564516129032,1061628.8709677418
서울특별시,광진구,화양동,22724,2516,62627.0,154.0,406.6688311688312,1023178.7792207793
서울특별시,광진구,군자동,18417,3557,62627.0,154.0,406.6688311688312,1446521.0324675327
서울특별시,광진구,중곡제1동,14856,2998,62627.0,154.0,406.6688311688312,1219193.155844156
서울특별시,광진구,중곡제2동,19753,4079,62627.0,154.0,406.6688311688312,1658802.1623376627
서울특별시,광진구,중곡제3동,15155,3508,62627.0,154.0,406.6688311688312,1426594.25974026
서울특별시,광진구,중곡제4동,26776,6493,62627.0,154.0,406.6688311688312,2640500.720779221
서울특별시,광진구,능동,10788,1894,62627.0,154.0,406.6688311688312,770230.7662337663
서울특별시,광진구,광장동,32947,4578,62627.0,154.0,406.6688311688312,1861729.9090909094
서울특별시,광진구,자양제1동,21493,4190,62627.0,154.0,406.6688311688312,1703942.402597403
서울특별시,광진구,자양제2동,26398,4945,62627.0,154.0,406.6688311688312,2010977.3701298705
서울특별시,광진구,자양제3동,26640,5191,62627.0,154.0,406.6688311688312,2111017.9025974027
서울특별시,광진구,자양제4동,19842,4466,62627.0,154.0,406.6688311688312,1816183.0000000002
서울특별시,광진구,구의제1동,22821,3877,62627.0,154.0,406.6688311688312,1576655.0584415586
서울특별시,광진구,구의제2동,24806,5282,62627.0,154.0,406.6688311688312,2148024.7662337665
서울특별시,광진구,구의제3동,27517,5053,62627.0,154.0,406.6688311688312,2054897.603896104
서울특별시,동대문구,신설동,16353,2613,72976.0,168.0,434.3809523809524,1135037.4285714286
서울특별시,동대문구,용두동,22602,4697,72976.0,168.0,434.3809523809524,2040287.3333333335
서울특별시,동대문구,제기동,22202,5849,72976.0,168.0,434.3809523809524,2540694.1904761908
서울특별시,동대문구,전농제1동,32172,6672,72976.0,168.0,434.3809523809524,2898189.7142857146
서울특별시,동대문구,전농제2동,17311,4254,72976.0,168.0,434.3809523809524,1847856.5714285716
서울특별시,동대문구,답십리제1동,27203,4772,72976.0,168.0,434.3809523809524,2072865.9047619049
서울특별시,동대문구,답십리제2동,27294,6561,72976.0,168.0,434.3809523809524,2849973.4285714286
서울특별시,동대문구,장안제1동,37031,8010,72976.0,168.0,434.3809523809524,3479391.4285714286
서울특별시,동대문구,장안제2동,32776,6391,72976.0,168.0,434.3809523809524,2776128.666666667
서울특별시,동대문구,청량리동,17925,6090,72976.0,168.0,434.3809523809524,2645380.0
서울특별시,동대문구,회기동,10080,1601,72976.0,168.0,434.3809523809524,695443.9047619049
서울특별시,동대문구,휘경제1동,16653,2588,72976.0,168.0,434.3809523809524,1124177.9047619049
서울특별시,동대문구,휘경제2동,23505,4630,72976.0,168.0,434.3809523809524,2011183.8095238097
서울특별시,동대문구,이문제1동,27553,3919,72976.0,168.0,434.3809523809524,1702338.9523809524
서울특별시,동대문구,이문제2동,17960,4329,72976.0,168.0,434.3809523809524,1880435.142857143
서울특별시,중랑구,면목제2동,22988,5680,88438.0,164.0,539.2560975609756,3062974.6341463416
서울특별시,중랑구,면목제4동,17493,4434,88438.0,164.0,539.2560975609756,2391061.536585366
서울특별시,중랑구,면목제5동,14020,2836,88438.0,164.0,539.2560975609756,1529330.2926829269
서울특별시,중랑구,면목본동,31644,7383,88438.0,164.0,539.2560975609756,3981327.7682926827
서울특별시,중랑구,면목제7동,20524,5250,88438.0,164.0,539.2560975609756,2831094.512195122
서울특별시,중랑구,면목제3.8동,23442,6088,88438.0,164.0,539.2560975609756,3282991.1219512196
서울특별시,중랑구,상봉제1동,22822,4899,88438.0,164.0,539.2560975609756,2641815.6219512196
서울특별시,중랑구,상봉제2동,21352,3658,88438.0,164.0,539.2560975609756,1972598.8048780488
서울특별시,중랑구,중화제1동,17830,4439,88438.0,164.0,539.2560975609756,2393757.8170731706
서울특별시,중랑구,중화제2동,25568,6258,88438.0,164.0,539.2560975609756,3374664.6585365855
서울특별시,중랑구,묵제1동,32920,7141,88438.0,164.0,539.2560975609756,3850827.7926829266
서울특별시,중랑구,묵제2동,17601,4343,88438.0,164.0,539.2560975609756,2341989.231707317
서울특별시,중랑구,망우본동,37977,8339,88438.0,164.0,539.2560975609756,4496856.597560976
서울특별시,중랑구,망우제3동,15156,4141,88438.0,164.0,539.2560975609756,2233059.5
서울특별시,중랑구,신내1동,36604,8581,88438.0,164.0,539.2560975609756,4627356.573170732
서울특별시,중랑구,신내2동,18979,4968,88438.0,164.0,539.2560975609756,2679024.2926829266
서울특별시,성북구,성북동,15458,3329,87657.0,151.0,580.5099337748344,1932517.5695364238
서울특별시,성북구,삼선동,21669,4489,87657.0,151.0,580.5099337748344,2605909.0927152317
서울특별시,성북구,동선동,14721,2328,87657.0,151.0,580.5099337748344,1351427.1258278145
서울특별시,성북구,돈암제1동,13728,3390,87657.0,151.0,580.5099337748344,1967928.6754966886
서울특별시,성북구,돈암제2동,22900,4212,87657.0,151.0,580.5099337748344,2445107.8410596023
서울특별시,성북구,안암동,15398,2318,87657.0,151.0,580.5099337748344,1345622.0264900662
서울특별시,성북구,보문동,15764,2927,87657.0,151.0,580.5099337748344,1699152.5761589403
서울특별시,성북구,정릉제1동,17518,3654,87657.0,151.0,580.5099337748344,2121183.2980132448
서울특별시,성북구,정릉제2동,21585,5198,87657.0,151.0,580.5099337748344,3017490.6357615893
서울특별시,성북구,정릉제3동,13714,3366,87657.0,151.0,580.5099337748344,1953996.4370860925
서울특별시,성북구,정릉제4동,23520,5727,87657.0,151.0,580.5099337748344,3324580.3907284765
서울특별시,성북구,길음제1동,35458,5385,87657.0,151.0,580.5099337748344,3126045.993377483
서울특별시,성북구,길음제2동,21331,3495,87657.0,151.0,580.5099337748344,2028882.2185430462
서울특별시,성북구,종암동,36744,7982,87657.0,151.0,580.5099337748344,4633630.291390728
서울특별시,성북구,월곡제1동,24588,5584,87657.0,151.0,580.5099337748344,3241567.470198675
서울특별시,성북구,월곡제2동,18335,4185,87657.0,151.0,580.5099337748344,2429434.072847682
서울특별시,성북구,장위제1동,22713,4866,87657.0,151.0,580.5099337748344,2824761.337748344
서울특별시,성북구,장위제2동,15625,3778,87657.0,151.0,580.5099337748344,2193166.5298013245
서울특별시,성북구,장위제3동,18650,3043,87657.0,151.0,580.5099337748344,1766491.728476821
서울특별시,성북구,석관동,32727,8401,87657.0,151.0,580.5099337748344,4876863.953642384
서울특별시,강북구,삼양동,24456,6096,74483.0,122.0,610.516393442623,3721707.93442623
서울특별시,강북구,미아동,20161,5335,74483.0,122.0,610.516393442623,3257104.9590163934
서울특별시,강북구,송중동,27368,6948,74483.0,122.0,610.516393442623,4241867.901639344
서울특별시,강북구,송천동,22153,6522,74483.0,122.0,610.516393442623,3981787.9180327873
서울특별시,강북구,삼각산동,29922,5466,74483.0,122.0,610.516393442623,3337082.606557377
서울특별시,강북구,번1동,16009,3825,74483.0,122.0,610.516393442623,2335225.204918033
서울특별시,강북구,번2동,14290,4605,74483.0,122.0,610.516393442623,2811427.9918032787
서울특별시,강북구,번3동,15525,5215,74483.0,122.0,610.516393442623,3183842.9918032787
서울특별시,강북구,수유1동,19262,5234,74483.0,122.0,610.516393442623,3195442.803278689
서울특별시,강북구,수유2동,19914,5872,74483.0,122.0,610.516393442623,3584952.262295082
서울특별시,강북구,수유3동,22371,5537,74483.0,122.0,610.516393442623,3380429.2704918035
서울특별시,강북구,우이동,19300,5662,74483.0,122.0,610.516393442623,3456743.8196721314
서울특별시,강북구,인수동,28019,8166,74483.0,122.0,610.516393442623,4985476.868852459
서울특별시,도봉구,창제1동,23297,5610,78667.0,107.0,735.2056074766355,4124503.457943925
서울특별시,도봉구,창제2동,27503,6618,78667.0,107.0,735.2056074766355,4865590.710280374
서울특별시,도봉구,창제3동,12714,3456,78667.0,107.0,735.2056074766355,2540870.579439252
서울특별시,도봉구,창제4동,25897,5430,78667.0,107.0,735.2056074766355,3992166.4485981306
서울특별시,도봉구,창제5동,23279,5468,78667.0,107.0,735.2056074766355,4020104.2616822426
서울특별시,도봉구,도봉제1동,19431,6737,78667.0,107.0,735.2056074766355,4953080.177570093
서울특별시,도봉구,도봉제2동,25507,7824,78667.0,107.0,735.2056074766355,5752248.672897195
서울특별시,도봉구,쌍문제1동,20448,5555,78667.0,107.0,735.2056074766355,4084067.14953271
서울특별시,도봉구,쌍문제2동,17319,4724,78667.0,107.0,735.2056074766355,3473111.289719626
서울특별시,도봉구,쌍문제3동,15915,4104,78667.0,107.0,735.2056074766355,3017283.813084112
서울특별시,도봉구,쌍문제4동,17631,4096,78667.0,107.0,735.2056074766355,3011402.168224299
서울특별시,도봉구,방학제1동,27626,7206,78667.0,107.0,735.2056074766355,5297891.607476635
서울특별시,도봉구,방학제2동,17610,5310,78667.0,107.0,735.2056074766355,3903941.775700934
서울특별시,도봉구,방학제3동,25368,6529,78667.0,107.0,735.2056074766355,4800157.411214953
서울특별시,노원구,월계1동,20058,4715,105180.0,198.0,531.2121212121212,2504665.151515152
서울특별시,노원구,월계2동,24759,6863,105180.0,198.0,531.2121212121212,3645708.787878788
서울특별시,노원구,월계3동,27780,7117,105180.0,198.0,531.2121212121212,3780636.666666667
서울특별시,노원구,공릉1동,35125,7919,105180.0,198.0,531.2121212121212,4206668.787878788
서울특별시,노원구,공릉2동,40594,6918,105180.0,198.0,531.2121212121212,3674925.4545454546
서울특별시,노원구,하계1동,25132,5439,105180.0,198.0,531.2121212121212,2889262.7272727275
서울특별시,노원구,하계2동,19547,3520,105180.0,198.0,531.2121212121212,1869866.6666666667
서울특별시,노원구,중계본동,22232,2905,105180.0,198.0,531.2121212121212,1543171.2121212122
서울특별시,노원구,중계1동,25905,3109,105180.0,198.0,531.2121212121212,1651538.4848484849
서울특별시,노원구,중계4동,18594,4571,105180.0,198.0,531.2121212121212,2428170.6060606064
서울특별시,노원구,중계2.3동,31414,8548,105180.0,198.0,531.2121212121212,4540801.212121213
서울특별시,노원구,상계1동,35932,9066,105180.0,198.0,531.2121212121212,4815969.090909091
서울특별시,노원구,상계2동,18547,4253,105180.0,198.0,531.2121212121212,2259245.151515152
서울특별시,노원구,상계3.4동,26558,7220,105180.0,198.0,531.2121212121212,3835351.5151515156
서울특별시,노원구,상계5동,22099,6034,105180.0,198.0,531.2121212121212,3205333.9393939395
서울특별시,노원구,상계6.7동,30291,5887,105180.0,198.0,531.2121212121212,3127245.757575758
서울특별시,노원구,상계8동,21239,3510,105180.0,198.0,531.2121212121212,1864554.5454545456
서울특별시,노원구,상계9동,18945,4248,105180.0,198.0,531.2121212121212,2256589.090909091
서울특별시,노원구,상계10동,17710,3338,105180.0,198.0,531.2121212121212,1773186.0606060608
서울특별시,은평구,녹번동,35126,8441,102800.0,194.0,529.8969072164948,4472859.793814433
서울특별시,은평구,불광제1동,34153,8357,102800.0,194.0,529.8969072164948,4428348.453608247
서울특별시,은평구,불광제2동,26198,7145,102800.0,194.0,529.8969072164948,3786113.4020618554
서울특별시,은평구,갈현제1동,13992,3480,102800.0,194.0,529.8969072164948,1844041.237113402
서울특별시,은평구,갈현제2동,26737,6129,102800.0,194.0,529.8969072164948,3247738.1443298967
서울특별시,은평구,구산동,30618,7366,102800.0,194.0,529.8969072164948,3903220.6185567006
서울특별시,은평구,대조동,26990,5969,102800.0,194.0,529.8969072164948,3162954.6391752576
서울특별시,은평구,응암제1동,31976,6246,102800.0,194.0,529.8969072164948,3309736.0824742266
서울특별시,은평구,응암제2동,26767,4648,102800.0,194.0,529.8969072164948,2462960.824742268
서울특별시,은평구,응암제3동,22870,6463,102800.0,194.0,529.8969072164948,3424723.7113402057
서울특별시,은평구,역촌동,44436,10413,102800.0,194.0,529.8969072164948,5517816.4948453605
서울특별시,은평구,신사제1동,25694,6187,102800.0,194.0,529.8969072164948,3278472.164948453
서울특별시,은평구,신사제2동,19138,4604,102800.0,194.0,529.8969072164948,2439645.360824742
서울특별시,은평구,증산동,15242,3376,102800.0,194.0,529.8969072164948,1788931.9587628865
서울특별시,은평구,수색동,21116,3687,102800.0,194.0,529.8969072164948,1953729.8969072164
서울특별시,은평구,진관동,53807,10289,102800.0,194.0,529.8969072164948,5452109.278350515
서울특별시,서대문구,천연동,16302,3632,62264.0,130.0,478.9538461538461,1739560.3692307689
서울특별시,서대문구,북아현동,15108,2543,62264.0,130.0,478.9538461538461,1217979.6307692307
서울특별시,서대문구,충현동,19194,3867,62264.0,130.0,478.9538461538461,1852114.5230769229
서울특별시,서대문구,신촌동,20200,2264,62264.0,130.0,478.9538461538461,1084351.5076923075
서울특별시,서대문구,연희동,33047,6552,62264.0,130.0,478.9538461538461,3138105.5999999996
서울특별시,서대문구,홍제제1동,24312,5531,62264.0,130.0,478.9538461538461,2649093.723076923
서울특별시,서대문구,홍제제3동,17247,4347,62264.0,130.0,478.9538461538461,2082012.3692307689
서울특별시,서대문구,홍제제2동,11939,2903,62264.0,130.0,478.9538461538461,1390403.0153846152
서울특별시,서대문구,홍은제1동,23266,5530,62264.0,130.0,478.9538461538461,2648614.769230769
서울특별시,서대문구,홍은제2동,27189,6024,62264.0,130.0,478.9538461538461,2885217.9692307687
서울특별시,서대문구,남가좌제1동,16928,2618,62264.0,130.0,478.9538461538461,1253901.1692307692
서울특별시,서대문구,남가좌제2동,28403,5537,62264.0,130.0,478.9538461538461,2651967.4461538456
서울특별시,서대문구,북가좌제1동,17199,3477,62264.0,130.0,478.9538461538461,1665322.5230769229
서울특별시,서대문구,북가좌제2동,29608,7439,62264.0,130.0,478.9538461538461,3562937.661538461
서울특별시,마포구,아현동,28956,4087,61962.0,163.0,380.13496932515335,1553611.6196319018
서울특별시,마포구,공덕동,35875,6767,61962.0,163.0,380.13496932515335,2572373.337423313
서울특별시,마포구,도화동,20225,4141,61962.0,163.0,380.13496932515335,1574138.90797546
서울특별시,마포구,용강동,21083,3362,61962.0,163.0,380.13496932515335,1278013.7668711655
서울특별시,마포구,대흥동,14212,2102,61962.0,163.0,380.13496932515335,799043.7055214724
서울특별시,마포구,염리동,16780,2321,61962.0,163.0,380.13496932515335,882293.2638036809
서울특별시,마포구,신수동,21905,3784,61962.0,163.0,380.13496932515335,1438430.7239263803
서울특별시,마포구,서강동,24250,3847,61962.0,163.0,380.13496932515335,1462379.2269938649
서울특별시,마포구,서교동,23477,3579,61962.0,163.0,380.13496932515335,1360503.0552147238
서울특별시,마포구,합정동,15602,2833,61962.0,163.0,380.13496932515335,1076922.3680981596
서울특별시,마포구,망원제1동,18426,3761,61962.0,163.0,380.13496932515335,1429687.6196319018
서울특별시,마포구,망원제2동,17204,3470,61962.0,163.0,380.13496932515335,1319068.3435582821
서울특별시,마포구,연남동,13762,2564,61962.0,163.0,380.13496932515335,974666.0613496932
서울특별시,마포구,성산제1동,18301,3367,61962.0,163.0,380.13496932515335,1279914.4417177914
서울특별시,마포구,성산제2동,38075,7091,61962.0,163.0,380.13496932515335,2695537.0674846624
서울특별시,마포구,상암동,29099,4886,61962.0,163.0,380.13496932515335,1857339.4601226992
서울특별시,양천구,목1동,29950,4017,84784.0,192.0,441.5833333333333,1773840.25
서울특별시,양천구,목2동,27823,5210,84784.0,192.0,441.5833333333333,2300649.1666666665
서울특별시,양천구,목3동,20668,4353,84784.0,192.0,441.5833333333333,1922212.25
서울특별시,양천구,목4동,23594,3955,84784.0,192.0,441.5833333333333,1746462.0833333333
서울특별시,양천구,목5동,40383,5858,84784.0,192.0,441.5833333333333,2586795.1666666665
서울특별시,양천구,신월1동,18480,5208,84784.0,192.0,441.5833333333333,2299766.0
서울특별시,양천구,신월2동,20417,4941,84784.0,192.0,441.5833333333333,2181863.25
서울특별시,양천구,신월3동,13598,3666,84784.0,192.0,441.5833333333333,1618844.5
서울특별시,양천구,신월4동,16684,4062,84784.0,192.0,441.5833333333333,1793711.5
서울특별시,양천구,신월5동,13663,3060,84784.0,192.0,441.5833333333333,1351245.0
서울특별시,양천구,신월6동,13677,2406,84784.0,192.0,441.5833333333333,1062449.5
서울특별시,양천구,신월7동,17894,5119,84784.0,192.0,441.5833333333333,2260465.083333333
서울특별시,양천구,신정1동,19488,3242,84784.0,192.0,441.5833333333333,1431613.1666666665
서울특별시,양천구,신정2동,18443,3219,84784.0,192.0,441.5833333333333,1421456.75
서울특별시,양천구,신정3동,47234,9534,84784.0,192.0,441.5833333333333,4210055.5
서울특별시,양천구,신정4동,31021,7166,84784.0,192.0,441.5833333333333,3164386.1666666665
서울특별시,양천구,신정6동,23875,3634,84784.0,192.0,441.5833333333333,1604713.8333333333
서울특별시,양천구,신정7동,27714,6134,84784.0,192.0,441.5833333333333,2708672.1666666665
서울특별시,강서구,염창동,41066,5656,113717.0,247.0,460.3927125506073,2603981.1821862347
서울특별시,강서구,등촌제1동,24854,3635,113717.0,247.0,460.3927125506073,1673527.5101214575
서울특별시,강서구,등촌제2동,18992,3979,113717.0,247.0,460.3927125506073,1831902.6032388664
서울특별시,강서구,등촌제3동,28514,8286,113717.0,247.0,460.3927125506073,3814814.0161943324
서울특별시,강서구,화곡제1동,49446,10346,113717.0,247.0,460.3927125506073,4763223.004048583
서울특별시,강서구,화곡제2동,16682,3467,113717.0,247.0,460.3927125506073,1596181.5344129556
서울특별시,강서구,화곡제3동,20509,5035,113717.0,247.0,460.3927125506073,2318077.307692308
서울특별시,강서구,화곡제4동,18986,4721,113717.0,247.0,460.3927125506073,2173513.995951417
서울특별시,강서구,화곡본동,31780,6137,113717.0,247.0,460.3927125506073,2825430.076923077
서울특별시,강서구,화곡제6동,25410,4963,113717.0,247.0,460.3927125506073,2284929.0323886643
서울특별시,강서구,화곡제8동,22358,5271,113717.0,247.0,460.3927125506073,2426729.987854251
서울특별시,강서구,가양제1동,33373,4140,113717.0,247.0,460.3927125506073,1906025.8299595143
서울특별시,강서구,가양제2동,12904,4988,113717.0,247.0,460.3927125506073,2296438.850202429
서울특별시,강서구,가양제3동,13388,4171,113717.0,247.0,460.3927125506073,1920298.004048583
서울특별시,강서구,발산제1동,34698,6113,113717.0,247.0,460.3927125506073,2814380.6518218624
서울특별시,강서구,우장산동,43691,7412,113717.0,247.0,460.3927125506073,3412430.7854251014
서울특별시,강서구,공항동,28640,4881,113717.0,247.0,460.3927125506073,2247176.829959514
서울특별시,강서구,방화제1동,40130,8321,113717.0,247.0,460.3927125506073,3830927.7611336033
서울특별시,강서구,방화제2동,22774,5905,113717.0,247.0,460.3927125506073,2718618.967611336
서울특별시,강서구,방화제3동,21341,6290,113717.0,247.0,460.3927125506073,2895870.16194332
서울특별시,구로구,신도림동,35667,5752,86351.0,171.0,504.9766081871345,2904625.4502923978
서울특별시,구로구,구로제1동,20086,3485,86351.0,171.0,504.9766081871345,1759843.4795321638
서울특별시,구로구,구로제2동,21739,6352,86351.0,171.0,504.9766081871345,3207611.415204678
서울특별시,구로구,구로제3동,22670,4068,86351.0,171.0,504.9766081871345,2054244.8421052631
서울특별시,구로구,구로제4동,17695,5128,86351.0,171.0,504.9766081871345,2589520.0467836256
서울특별시,구로구,구로제5동,28500,5766,86351.0,171.0,504.9766081871345,2911695.1228070175
서울특별시,구로구,가리봉동,8752,2158,86351.0,171.0,504.9766081871345,1089739.5204678362
서울특별시,구로구,고척제1동,26141,5366,86351.0,171.0,504.9766081871345,2709704.4795321636
서울특별시,구로구,고척제2동,24891,6357,86351.0,171.0,504.9766081871345,3210136.298245614
서울특별시,구로구,개봉제1동,33125,7875,86351.0,171.0,504.9766081871345,3976690.789473684
서울특별시,구로구,개봉제2동,29182,7762,86351.0,171.0,504.9766081871345,3919628.432748538
서울특별시,구로구,개봉제3동,18624,5112,86351.0,171.0,504.9766081871345,2581440.4210526315
서울특별시,구로구,오류제1동,22755,4777,86351.0,171.0,504.9766081871345,2412273.2573099416
서울특별시,구로구,오류제2동,35741,8543,86351.0,171.0,504.9766081871345,4314015.16374269
서울특별시,구로구,수궁동,21741,5574,86351.0,171.0,504.9766081871345,2814739.6140350876
서울특별시,구로구,항동,15917,2276,86351.0,171.0,504.9766081871345,1149326.7602339182
서울특별시,금천구,가산동,25345,3308,49877.0,109.0,457.58715596330273,1513698.3119266054
서울특별시,금천구,독산제1동,47443,7417,49877.0,109.0,457.58715596330273,3393923.9357798165
서울특별시,금천구,독산제2동,17108,4340,49877.0,109.0,457.58715596330273,1985928.2568807339
서울특별시,금천구,독산제3동,22626,5741,49877.0,109.0,457.58715596330273,2627007.862385321
서울특별시,금천구,독산제4동,13811,3534,49877.0,109.0,457.58715596330273,1617113.0091743118
서울특별시,금천구,시흥제1동,31258,7436,49877.0,109.0,457.58715596330273,3402618.091743119
서울특별시,금천구,시흥제2동,19880,5051,49877.0,109.0,457.58715596330273,2311272.724770642
서울특별시,금천구,시흥제3동,9968,2830,49877.0,109.0,457.58715596330273,1294971.6513761468
서울특별시,금천구,시흥제4동,18318,5162,49877.0,109.0,457.58715596330273,2362064.899082569
서울특별시,금천구,시흥제5동,17255,5058,49877.0,109.0,457.58715596330273,2314475.8348623854
서울특별시,영등포구,영등포본동,20262,4821,71625.0,229.0,312.77292576419217,1507878.2751091705
서울특별시,영등포구,영등포동,31177,3854,71625.0,229.0,312.77292576419217,1205426.8558951966
서울특별시,영등포구,여의동,34008,7034,71625.0,229.0,312.77292576419217,2200044.759825328
서울특별시,영등포구,당산제1동,21043,3825,71625.0,229.0,312.77292576419217,1196356.441048035
서울특별시,영등포구,당산제2동,36332,5414,71625.0,229.0,312.77292576419217,1693352.6200873363
서울특별시,영등포구,도림동,17612,3768,71625.0,229.0,312.77292576419217,1178528.384279476
서울특별시,영등포구,문래동,31200,5253,71625.0,229.0,312.77292576419217,1642996.1790393014
서울특별시,영등포구,양평제1동,18193,2653,71625.0,229.0,312.77292576419217,829786.5720524018
서울특별시,영등포구,양평제2동,22497,3165,71625.0,229.0,312.77292576419217,989926.3100436683
