시도,시군구,읍면동,총인구수,노인인구수
강원특별자치도,춘천시,서면,3546,1718
강원특별자치도,춘천시,사북면,2255,1148
강원특별자치도,춘천시,북산면,933,537
강원특별자치도,춘천시,동내면,22629,4096
강원특별자치도,춘천시,남산면,3202,1513
강원특별자치도,춘천시,교동,3773,946
강원특별자치도,춘천시,조운동,2414,850
강원특별자치도,춘천시,약사명동,5351,1114
강원특별자치도,춘천시,근화동,8816,1802
강원특별자치도,춘천시,소양동,10364,2127
강원특별자치도,춘천시,후평1동,10804,3086
강원특별자치도,춘천시,후평2동,13495,2687
강원특별자치도,춘천시,후평3동,18863,4457
강원특별자치도,춘천시,효자1동,3928,1092
강원특별자치도,춘천시,효자2동,11993,2925
강원특별자치도,춘천시,효자3동,4234,1079
강원특별자치도,춘천시,석사동,32135,6317
강원특별자치도,춘천시,퇴계동,45407,8700
강원특별자치도,춘천시,강남동,25214,4996
강원특별자치도,춘천시,신사우동,25176,4830
강원특별자치도,원주시,,363496,74001
강원특별자치도,원주시,문막읍,16926,4478
강원특별자치도,원주시,소초면,7899,2909
강원특별자치도,원주시,호저면,3221,1502
강원특별자치도,원주시,지정면,32952,3289
강원특별자치도,원주시,부론면,2096,1155
강원특별자치도,원주시,귀래면,2029,1048
강원특별자치도,원주시,흥업면,9391,2547
강원특별자치도,원주시,판부면,7590,1552
강원특별자치도,원주시,신림면,3516,1747
강원특별자치도,원주시,중앙동,2090,989
강원특별자치도,원주시,원인동,3624,1122
강원특별자치도,원주시,개운동,11656,3324
강원특별자치도,원주시,명륜1동,7540,2348
강원특별자치도,원주시,명륜2동,17861,3840
강원특별자치도,원주시,단구동,41012,7020
강원특별자치도,원주시,일산동,8046,2284
강원특별자치도,원주시,학성동,4099,1522
강원특별자치도,원주시,단계동,26742,5310
강원특별자치도,원주시,우산동,12869,2785
강원특별자치도,원주시,태장1동,12409,2751
강원특별자치도,원주시,태장2동,24347,5565
강원특별자치도,원주시,봉산동,7043,2592
강원특별자치도,원주시,행구동,8419,1904
강원특별자치도,원주시,무실동,38529,5257
강원특별자치도,원주시,반곡관설동,51590,5161
강원특별자치도,강릉시,,205966,57203
강원특별자치도,강릉시,주문진읍,15298,6112
강원특별자치도,강릉시,성산면,3325,1404
강원특별자치도,강릉시,왕산면,1471,795
강원특별자치도,강릉시,구정면,4024,1589
강원특별자치도,강릉시,강동면,3677,1698
강원특별자치도,강릉시,옥계면,3203,1500
강원특별자치도,강릉시,사천면,5225,1852
강원특별자치도,강릉시,연곡면,6290,2346
강원특별자치도,강릉시,홍제동,13922,3208
강원특별자치도,강릉시,중앙동,4017,1609
강원특별자치도,강릉시,옥천동,2930,1207
강원특별자치도,강릉시,교1동,27419,5438
강원특별자치도,강릉시,교2동,10146,2386
강원특별자치도,강릉시,포남1동,10268,3304
강원특별자치도,강릉시,포남2동,11150,3438
강원특별자치도,강릉시,초당동,4060,1122
강원특별자치도,강릉시,송정동,9145,2084
강원특별자치도,강릉시,내곡동,17929,3606
강원특별자치도,강릉시,강남동,15678,5310
강원특별자치도,강릉시,성덕동,25390,5275
강원특별자치도,강릉시,경포동,11399,1920
강원특별자치도,동해시,,86225,23029
강원특별자치도,동해시,천곡동,28439,6601
강원특별자치도,동해시,송정동,3357,1231
강원특별자치도,동해시,북삼동,21414,3829
강원특별자치도,동해시,부곡동,4427,1796
강원특별자치도,동해시,동호동,4577,1530
강원특별자치도,동해시,발한동,2833,1396
강원특별자치도,동해시,묵호동,2608,1261
강원특별자치도,동해시,북평동,13066,2969
강원특별자치도,동해시,망상동,3101,1346
강원특별자치도,동해시,삼화동,2403,1070
강원특별자치도,태백시,,36972,12172
강원특별자치도,태백시,황지동,7624,1863
강원특별자치도,태백시,황연동,3611,1513
강원특별자치도,태백시,삼수동,4710,1788
강원특별자치도,태백시,상장동,11229,2584
강원특별자치도,태백시,문곡소도동,3206,1308
강원특별자치도,태백시,장성동,2952,1246
강원특별자치도,태백시,구문소동,2034,1063
강원특별자치도,태백시,철암동,1606,807
강원특별자치도,속초시,,79586,20612
강원특별자치도,속초시,영랑동,4302,1547
강원특별자치도,속초시,동명동,5250,1307
강원특별자치도,속초시,금호동,5379,1945
강원특별자치도,속초시,교동,8545,2561
강원특별자치도,속초시,노학동,20009,5106
강원특별자치도,속초시,조양동,28681,5471
강원특별자치도,속초시,청호동,4595,1429
강원특별자치도,속초시,대포동,2825,1246
강원특별자치도,삼척시,,60307,19539
강원특별자치도,삼척시,도계읍,8346,3037
강원특별자치도,삼척시,원덕읍,3086,1400
강원특별자치도,삼척시,원덕읍임원출장소,1426,690
강원특별자치도,삼척시,근덕면,4520,2289
강원특별자치도,삼척시,하장면,1162,579
강원특별자치도,삼척시,노곡면,679,380
강원특별자치도,삼척시,미로면,1703,880
강원특별자치도,삼척시,가곡면,648,332
강원특별자치도,삼척시,신기면,618,323
강원특별자치도,삼척시,남양동,6404,2623
강원특별자치도,삼척시,교동,15074,2320
강원특별자치도,삼척시,정라동,9529,2287
강원특별자치도,삼척시,성내동,7112,2399
강원특별자치도,홍천군,,66008,23679
강원특별자치도,홍천군,홍천읍,33442,8141
강원특별자치도,홍천군,화촌면,4119,2164
강원특별자치도,홍천군,두촌면,2379,1268
강원특별자치도,홍천군,내촌면,2382,1266
강원특별자치도,홍천군,서석면,3559,1630
강원특별자치도,홍천군,영귀미면,4025,2014
강원특별자치도,홍천군,남면,5425,2223
강원특별자치도,홍천군,서면,3759,1786
강원특별자치도,홍천군,북방면,4025,1868
강원특별자치도,홍천군,내면,2893,1319
강원특별자치도,횡성군,,45591,17940
강원특별자치도,횡성군,횡성읍,20346,5790
강원특별자치도,횡성군,우천면,4291,1973
강원특별자치도,횡성군,안흥면,3093,1409
강원특별자치도,횡성군,둔내면,5911,2426
강원특별자치도,횡성군,갑천면,2452,1291
강원특별자치도,횡성군,청일면,2373,1285
강원특별자치도,횡성군,공근면,3351,1779
강원특별자치도,횡성군,서원면,2028,1055
강원특별자치도,횡성군,강림면,1746,932
강원특별자치도,영월군,,35997,13794
강원특별자치도,영월군,영월읍,19329,5652
강원특별자치도,영월군,상동읍,1016,490
강원특별자치도,영월군,산솔면,1367,690
강원특별자치도,영월군,김삿갓면,1755,807
강원특별자치도,영월군,북면,1949,945
강원특별자치도,영월군,남면,2088,1044
강원특별자치도,영월군,한반도면,1135,502
강원특별자치도,영월군,한반도면쌍용출장소,1464,739
강원특별자치도,영월군,주천면,3779,1868
강원특별자치도,영월군,무릉도원면,2115,1057
강원특별자치도,평창군,,39933,14970
강원특별자치도,평창군,평창읍,8279,2929
강원특별자치도,평창군,미탄면,1458,707
강원특별자치도,평창군,방림면,785,387
강원특별자치도,평창군,방림면계촌출장소,1701,796
강원특별자치도,평창군,대화면,4927,2082
강원특별자치도,평창군,봉평면,5550,1935
강원특별자치도,평창군,용평면,2963,1213
강원특별자치도,평창군,진부면,8459,3144
강원특별자치도,평창군,대관령면,5811,1777
강원특별자치도,정선군,,34982,12623
강원특별자치도,정선군,정선읍,10248,3093
강원특별자치도,정선군,고한읍,4660,1281
강원특별자치도,정선군,사북읍,4338,1365
강원특별자치도,정선군,신동읍,1750,728
강원특별자치도,정선군,신동읍함백출장소,1517,647
강원특별자치도,정선군,남면,3174,1194
강원특별자치도,정선군,북평면,2461,1026
강원특별자치도,정선군,임계면,3385,1654
강원특별자치도,정선군,화암면,1535,693
강원특별자치도,정선군,여량면,1914,942
강원특별자치도,철원군,,39953,11976
강원특별자치도,철원군,철원읍,4718,1432
강원특별자치도,철원군,김화읍,2969,913
강원특별자치도,철원군,갈말읍,11358,3234
강원특별자치도,철원군,동송읍,13950,4065
강원특별자치도,철원군,서면,1639,528
강원특별자치도,철원군,서면와수출장소,3380,1017
강원특별자치도,철원군,근남면,1844,732
강원특별자치도,철원군,근북면,95,55
강원특별자치도,화천군,,22338,6693
강원특별자치도,화천군,화천읍,8048,1999
강원특별자치도,화천군,간동면,2488,1127
강원특별자치도,화천군,하남면,2805,929
강원특별자치도,화천군,상서면,3412,1061
강원특별자치도,화천군,사내면,5585,1577
강원특별자치도,양구군,,20373,5743
강원특별자치도,양구군,양구읍,13090,2848
강원특별자치도,양구군,국토정중앙면,3206,1237
강원특별자치도,양구군,동면,1791,706
강원특별자치도,양구군,방산면,1108,466
강원특별자치도,양구군,해안면,1178,486
강원특별자치도,인제군,,30814,8428
강원특별자치도,인제군,인제읍,9826,2248
강원특별자치도,인제군,인제읍귀둔출장소,466,196
강원특별자치도,인제군,남면,3645,1122
강원특별자치도,인제군,북면,7607,2169
강원특별자치도,인제군,기린면,4948,1405
강원특별자치도,인제군,서화면,2359,621
강원특별자치도,인제군,상남면,1963,667
강원특별자치도,고성군,,26849,9534
강원특별자치도,고성군,간성읍,7421,1856
강원특별자치도,고성군,거진읍,5472,2544
강원특별자치도,고성군,현내면,2070,1044
강원특별자치도,고성군,죽왕면,3256,1370
강원특별자치도,고성군,토성면,8630,2720
강원특별자치도,양양군,,27349,10076
강원특별자치도,양양군,양양읍,12581,3583
강원특별자치도,양양군,서면,2607,1167
강원특별자치도,양양군,손양면,2146,950
강원특별자치도,양양군,현북면,2586,1170
강원특별자치도,양양군,현남면,2894,1375
강원특별자치도,양양군,강현면,4535,1831
충청북도,,,1596749,370586
충청북도,청주시,,856629,152209
충청북도,청주시,상당구,194463,39492
충청북도,청주시 상당구,낭성면,2051,1051
충청북도,청주시 상당구,미원면,4470,2322
충청북도,청주시 상당구,가덕면,3596,1658
충청북도,청주시 상당구,남일면,6361,2160
충청북도,청주시 상당구,문의면,3502,1691
충청북도,청주시 상당구,중앙동,6291,1652
충청북도,청주시 상당구,성안동,6150,2078
충청북도,청주시 상당구,탑대성동,11187,2974
충청북도,청주시 상당구,영운동,9564,2815
충청북도,청주시 상당구,금천동,28560,5725
충청북도,청주시 상당구,용담.명암.산성동,12420,1887
충청북도,청주시 상당구,용암1동,56367,8035
충청북도,청주시 상당구,용암2동,43944,5444
충청북도,청주시,서원구,183007,38265
충청북도,청주시 서원구,남이면,9640,2847
충청북도,청주시 서원구,현도면,2911,1498
충청북도,청주시 서원구,사직1동,3938,1160
충청북도,청주시 서원구,사직2동,10720,2225
충청북도,청주시 서원구,사창동,13895,3101
충청북도,청주시 서원구,모충동,21268,4227
충청북도,청주시 서원구,산남동,24634,3320
충청북도,청주시 서원구,분평동,27348,4697
충청북도,청주시 서원구,수곡1동,12268,3744
충청북도,청주시 서원구,수곡2동,14557,4086
충청북도,청주시 서원구,성화.개신.죽림동,41828,7360
충청북도,청주시,흥덕구,292310,42001
충청북도,청주시 흥덕구,오송읍,48716,5077
충청북도,청주시 흥덕구,강내면,10594,2500
충청북도,청주시 흥덕구,옥산면,16801,3182
충청북도,청주시 흥덕구,운천.신봉동,13576,3528
충청북도,청주시 흥덕구,복대1동,50362,4874
충청북도,청주시 흥덕구,복대2동,15006,3437
충청북도,청주시 흥덕구,가경동,53317,8049
충청북도,청주시 흥덕구,봉명1동,12811,2017
충청북도,청주시 흥덕구,봉명2.송정동,23083,3464
충청북도,청주시 흥덕구,강서제1동,30325,4615
충청북도,청주시 흥덕구,강서제2동,17719,1258
충청북도,청주시,청원구,186849,32451
충청북도,청주시 청원구,내수읍,18713,4579
충청북도,청주시 청원구,오창읍,67898,6903
충청북도,청주시 청원구,북이면,3989,1935
충청북도,청주시 청원구,우암동,12002,3269
충청북도,청주시 청원구,내덕1동,7620,2595
충청북도,청주시 청원구,내덕2동,12613,2909
충청북도,청주시 청원구,율량.사천동,46523,7652
충청북도,청주시 청원구,오근장동,17491,2609
충청북도,충주시,,206270,53459
충청북도,충주시,주덕읍,10203,2303
충청북도,충주시,살미면,1866,997
충청북도,충주시,수안보면,2718,1363
충청북도,충주시,대소원면,9531,2066
충청북도,충주시,신니면,2636,1416
충청북도,충주시,노은면,2121,1193
충청북도,충주시,앙성면,3732,1918
충청북도,충주시,중앙탑면,14431,1835
충청북도,충주시,금가면,3775,1018
충청북도,충주시,동량면,3354,1621
충청북도,충주시,산척면,2142,1102
충청북도,충주시,엄정면,2919,1549
충청북도,충주시,소태면,1813,982
충청북도,충주시,성내.충인동,2383,963
충청북도,충주시,교현.안림동,21467,5369
충청북도,충주시,교현2동,5953,2089
충청북도,충주시,용산동,13630,2697
충청북도,충주시,지현동,4721,1548
충청북도,충주시,문화동,8514,3153
충청북도,충주시,호암.직동,21915,2836
충청북도,충주시,달천동,3953,1395
충청북도,충주시,봉방동,9012,2435
충청북도,충주시,칠금.금릉동,13297,2819
충청북도,충주시,연수동,34127,7537
충청북도,충주시,목행.용탄동,6057,1255
충청북도,제천시,,127803,37295
충청북도,제천시,봉양읍,6398,2900
충청북도,제천시,금성면,1691,875
충청북도,제천시,청풍면,1240,622
충청북도,제천시,수산면,1962,1060
충청북도,제천시,덕산면,2028,1037
충청북도,제천시,한수면,645,310
충청북도,제천시,백운면,3266,1718
충청북도,제천시,송학면,4549,2135
충청북도,제천시,교동,19912,3553
충청북도,제천시,의림지동,9303,2094
충청북도,제천시,중앙동,5062,1931
충청북도,제천시,남현동,4451,1736
충청북도,제천시,영서동,9429,2675
충청북도,제천시,용두동,19464,3719
충청북도,제천시,신백동,10091,2660
충청북도,제천시,청전동,14135,4919
충청북도,제천시,화산동,14177,3351
충청북도,보은군,,30603,13059
충청북도,보은군,보은읍,14182,4582
충청북도,보은군,속리산면,1701,827
충청북도,보은군,장안면,1399,543
충청북도,보은군,마로면,2089,1165
충청북도,보은군,탄부면,1564,910
충청북도,보은군,삼승면,2164,1039
충청북도,보은군,수한면,1805,979
충청북도,보은군,회남면,724,403
충청북도,보은군,회인면,1670,907
충청북도,보은군,내북면,1602,855
충청북도,보은군,산외면,1703,849
충청북도,옥천군,,50000,18342
충청북도,옥천군,옥천읍,29608,7725
충청북도,옥천군,동이면,3098,1498
충청북도,옥천군,안남면,1329,720
충청북도,옥천군,안내면,1856,1032
충청북도,옥천군,청성면,2265,1322
충청북도,옥천군,청산면,2828,1582
충청북도,옥천군,이원면,3909,1973
충청북도,옥천군,군서면,2160,1106
충청북도,옥천군,군북면,2947,1384
충청북도,영동군,,43136,17298
충청북도,영동군,영동읍,19259,5348
충청북도,영동군,용산면,3147,1449
충청북도,영동군,황간면,3879,1775
충청북도,영동군,추풍령면,2084,1025
충청북도,영동군,매곡면,1742,882
충청북도,영동군,상촌면,2115,1190
충청북도,영동군,양강면,2882,1305
충청북도,영동군,용화면,890,474
충청북도,영동군,학산면,2556,1396
충청북도,영동군,양산면,1689,896
충청북도,영동군,심천면,2893,1558
충청북도,증평군,,36656,8502
충청북도,증평군,증평읍,35011,7689
충청북도,증평군,도안면,1645,813
충청북도,진천군,,85969,17853
충청북도,진천군,진천읍,29888,6497
충청북도,진천군,덕산읍,30827,3072
충청북도,진천군,덕산읍혁신도시출장소,0,0
충청북도,진천군,초평면,2893,1366
충청북도,진천군,문백면,3430,1467
충청북도,진천군,백곡면,2022,1068
충청북도,진천군,이월면,6412,2302
충청북도,진천군,광혜원면,10497,2081
충청북도,괴산군,,38166,16043
충청북도,괴산군,괴산읍,9625,2655
충청북도,괴산군,감물면,2091,990
충청북도,괴산군,장연면,2001,964
충청북도,괴산군,연풍면,2303,1170
충청북도,괴산군,칠성면,3270,1372
충청북도,괴산군,문광면,2269,1023
충청북도,괴산군,청천면,5369,2583
충청북도,괴산군,청안면,3499,1606
충청북도,괴산군,사리면,2690,1237
충청북도,괴산군,소수면,2290,1076
충청북도,괴산군,불정면,2759,1367
충청북도,음성군,,94729,25579
충청북도,음성군,음성읍,15564,5132
충청북도,음성군,금왕읍,18959,4593
충청북도,음성군,소이면,2713,1428
충청북도,음성군,원남면,2972,1540
충청북도,음성군,맹동면,14020,2292
충청북도,음성군,맹동면혁신도시출장소,0,0
충청북도,음성군,대소면,20688,3398
충청북도,음성군,삼성면,6036,2274
충청북도,음성군,생극면,4262,1753
충청북도,음성군,감곡면,9515,3169
충청북도,단양군,,26788,10947
충청북도,단양군,단양읍,9999,2921
충청북도,단양군,매포읍,4748,1835
충청북도,단양군,대강면,2281,1159
충청북도,단양군,가곡면,1933,979
충청북도,단양군,영춘면,3023,1496
충청북도,단양군,어상천면,1813,975
충청북도,단양군,적성면,1452,799
충청북도,단양군,단성면,1539,783
충청남도,,,2136204,503847
충청남도,천안시,,664269,101258
충청남도,천안시,동남구,262353,50803
충청남도,천안시 동남구,목천읍,21914,5193
충청남도,천안시 동남구,풍세면,10634,2120
충청남도,천안시 동남구,광덕면,3952,1801
충청남도,천안시 동남구,북면,4029,1693
충청남도,천안시 동남구,성남면,2774,1309
충청남도,천안시 동남구,수신면,2022,942
충청남도,천안시 동남구,병천면,5829,1998
충청남도,천안시 동남구,동면,1896,998
충청남도,천안시 동남구,중앙동,4500,1653
충청남도,천안시 동남구,문성동,7787,1266
충청남도,천안시 동남구,원성1동,7541,2274
충청남도,천안시 동남구,원성2동,8549,2792
충청남도,천안시 동남구,봉명동,17093,3383
충청남도,천안시 동남구,일봉동,23314,3904
충청남도,천안시 동남구,신방동,42629,5207
충청남도,천안시 동남구,청룡동,59855,8048
충청남도,천안시 동남구,신안동,38035,6222
충청남도,천안시,서북구,401916,50455
충청남도,천안시 서북구,성환읍,21569,6678
충청남도,천안시 서북구,성거읍,21297,4049
충청남도,천안시 서북구,직산읍,19029,3722
충청남도,천안시 서북구,입장면,7401,2697
충청남도,천안시 서북구,성정1동,16798,3621
충청남도,천안시 서북구,성정2동,24323,3375
충청남도,천안시 서북구,쌍용1동,12324,2721
충청남도,천안시 서북구,쌍용2동,33868,4722
충청남도,천안시 서북구,쌍용3동,16954,3183
충청남도,천안시 서북구,백석동,40399,3577
충청남도,천안시 서북구,불당1동,31370,2141
충청남도,천안시 서북구,불당2동,37059,1436
충청남도,천안시 서북구,부성1동,55814,4952
충청남도,천안시 서북구,부성2동,63711,3581
충청남도,공주시,,99730,33208
충청남도,공주시,유구읍,6744,3248
충청남도,공주시,이인면,2874,1473
충청남도,공주시,탄천면,2663,1420
충청남도,공주시,계룡면,4995,2463
충청남도,공주시,반포면,3953,1586
충청남도,공주시,의당면,4274,1556
충청남도,공주시,정안면,4431,2210
충청남도,공주시,우성면,4765,2261
충청남도,공주시,사곡면,2678,1343
충청남도,공주시,신풍면,3018,1530
충청남도,공주시,중학동,4161,1403
충청남도,공주시,웅진동,7198,2290
충청남도,공주시,금학동,5191,1350
충청남도,공주시,옥룡동,6951,2543
충청남도,공주시,신관동,19376,3797
충청남도,공주시,월송동,16458,2735
충청남도,보령시,,91882,30757
충청남도,보령시,웅천읍,5451,2769
충청남도,보령시,주포면,1462,717
충청남도,보령시,오천면,1939,932
충청남도,보령시,오천면어항출장소,1419,594
충청남도,보령시,원산출장소,1003,470
충청남도,보령시,천북면,3074,1580
충청남도,보령시,청소면,2270,1265
충청남도,보령시,청라면,3437,1757
충청남도,보령시,남포면,4748,2298
충청남도,보령시,주산면,2137,1280
충청남도,보령시,미산면,1591,914
충청남도,보령시,성주면,1895,879
충청남도,보령시,주교면,4802,1983
충청남도,보령시,대천1동,12398,3292
충청남도,보령시,대천2동,5923,1677
충청남도,보령시,대천3동,15261,2721
충청남도,보령시,대천4동,17309,3323
충청남도,보령시,대천5동,5763,2306
충청남도,아산시,,360019,57043
충청남도,아산시,염치읍,5640,2091
충청남도,아산시,배방읍,96508,9679
충청남도,아산시,송악면,3906,1548
충청남도,아산시,탕정면,46417,2265
충청남도,아산시,음봉면,22911,3428
충청남도,아산시,둔포면,23535,3815
충청남도,아산시,영인면,5151,2312
충청남도,아산시,인주면,5391,1987
충청남도,아산시,선장면,2762,1498
충청남도,아산시,도고면,4149,1999
충청남도,아산시,신창면,22618,4687
충청남도,아산시,온양1동,9770,1962
충청남도,아산시,온양2동,9698,2674
충청남도,아산시,온양3동,39377,5709
충청남도,아산시,온양4동,15524,3437
충청남도,아산시,온양5동,20823,3314
충청남도,아산시,온양6동,25839,4638
충청남도,서산시,,172297,40903
충청남도,서산시,대산읍,12010,3118
충청남도,서산시,인지면,6945,2293
충청남도,서산시,부석면,4978,2768
충청남도,서산시,팔봉면,3222,1784
충청남도,서산시,지곡면,7553,2337
충청남도,서산시,성연면,17262,1733
충청남도,서산시,음암면,8854,3063
충청남도,서산시,운산면,4846,2485
충청남도,서산시,해미면,6975,2838
충청남도,서산시,고북면,5506,2200
충청남도,서산시,부춘동,17440,3341
충청남도,서산시,동문1동,16947,3560
충청남도,서산시,동문2동,8116,2109
충청남도,서산시,수석동,17338,3002
충청남도,서산시,석남동,34305,4272
충청남도,논산시,,106615,35941
충청남도,논산시,강경읍,6867,2971
충청남도,논산시,연무읍,12235,4377
충청남도,논산시,성동면,3619,1857
충청남도,논산시,광석면,3747,1834
충청남도,논산시,노성면,2642,1276
충청남도,논산시,상월면,3235,1558
충청남도,논산시,부적면,3221,1563
충청남도,논산시,연산면,5566,2675
충청남도,논산시,벌곡면,2236,1198
충청남도,논산시,양촌면,5743,2270
충청남도,논산시,가야곡면,3052,1640
충청남도,논산시,은진면,3632,1535
충청남도,논산시,채운면,1964,1013
충청남도,논산시,취암동,33231,6324
충청남도,논산시,부창동,15625,3850
충청남도,계룡시,,45885,7582
충청남도,계룡시,두마면,14034,2013
충청남도,계룡시,엄사면,16596,3774
충청남도,계룡시,신도안면,7331,112
충청남도,계룡시,금암동,7924,1683
충청남도,당진시,,172414,39028
충청남도,당진시,합덕읍,7561,3347
충청남도,당진시,송악읍,29506,5494
충청남도,당진시,고대면,5977,2619
충청남도,당진시,석문면,7834,2841
충청남도,당진시,대호지면,2144,1249
충청남도,당진시,정미면,3364,1646
충청남도,당진시,면천면,3215,1546
충청남도,당진시,순성면,4516,2154
충청남도,당진시,우강면,5102,2244
충청남도,당진시,신평면,13991,3657
충청남도,당진시,송산면,10850,2503
충청남도,당진시,당진1동,41307,4068
충청남도,당진시,당진2동,21569,3401
충청남도,당진시,당진3동,15478,2259
충청남도,금산군,,48804,18785
충청남도,금산군,금산읍,22255,6351
충청남도,금산군,금성면,3003,1454
충청남도,금산군,제원면,2661,1342
충청남도,금산군,부리면,2299,1305
충청남도,금산군,군북면,2301,1165
충청남도,금산군,남일면,2709,1189
충청남도,금산군,남이면,1942,966
충청남도,금산군,진산면,3056,1492
충청남도,금산군,복수면,2799,1340
충청남도,금산군,추부면,5779,2181
충청남도,부여군,,58223,25251
충청남도,부여군,부여읍,17512,5998
충청남도,부여군,규암면,11252,3194
충청남도,부여군,은산면,3499,1794
충청남도,부여군,외산면,2093,1213
충청남도,부여군,내산면,1426,814
충청남도,부여군,구룡면,2132,1115
충청남도,부여군,홍산면,2520,1372
충청남도,부여군,옥산면,1316,767
충청남도,부여군,남면,1681,979
충청남도,부여군,충화면,1041,638
충청남도,부여군,양화면,1525,966
충청남도,부여군,임천면,2549,1407
충청남도,부여군,장암면,2435,1348
충청남도,부여군,세도면,2820,1492
충청남도,부여군,석성면,2561,1145
충청남도,부여군,초촌면,1861,1009
충청남도,서천군,,47172,20759
충청남도,서천군,장항읍,10464,3698
충청남도,서천군,서천읍,12462,3929
충청남도,서천군,마서면,4358,2201
충청남도,서천군,화양면,2034,1219
충청남도,서천군,기산면,1453,847
충청남도,서천군,한산면,2237,1273
충청남도,서천군,마산면,1387,774
충청남도,서천군,시초면,1129,679
충청남도,서천군,문산면,1152,706
충청남도,서천군,판교면,1881,1116
충청남도,서천군,종천면,1960,1137
충청남도,서천군,비인면,2749,1442
충청남도,서천군,서면,3906,1738
충청남도,청양군,,29958,12649
충청남도,청양군,청양읍,10201,2970
충청남도,청양군,운곡면,2028,1058
충청남도,청양군,대치면,2182,1032
충청남도,청양군,정산면,3469,1393
충청남도,청양군,목면,1432,675
충청남도,청양군,청남면,1790,887
충청남도,청양군,장평면,2230,1172
충청남도,청양군,남양면,2567,1351
충청남도,청양군,화성면,2018,1075
충청남도,청양군,비봉면,2041,1036
충청남도,홍성군,,100835,28505
충청남도,홍성군,홍성읍,34073,8851
충청남도,홍성군,광천읍,7153,3656
충청남도,홍성군,홍북읍,37413,4158
충청남도,홍성군,금마면,3177,1632
충청남도,홍성군,홍동면,3203,1519
충청남도,홍성군,장곡면,2647,1480
충청남도,홍성군,은하면,1963,1168
충청남도,홍성군,결성면,1900,1115
충청남도,홍성군,서부면,2929,1586
충청남도,홍성군,갈산면,3206,1760
충청남도,홍성군,구항면,3171,1580
충청남도,예산군,,78722,28685
충청남도,예산군,예산읍,29164,9259
충청남도,예산군,삽교읍,18928,3834
충청남도,예산군,대술면,2214,1223
충청남도,예산군,신양면,2796,1492
충청남도,예산군,광시면,2780,1488
충청남도,예산군,대흥면,1644,967
충청남도,예산군,응봉면,2228,1076
충청남도,예산군,덕산면,5996,2653
충청남도,예산군,봉산면,2265,1145
충청남도,예산군,고덕면,3973,2022
충청남도,예산군,신암면,3059,1651
충청남도,예산군,오가면,3675,1875
충청남도,태안군,,59379,23493
충청남도,태안군,태안읍,28697,8249
충청남도,태안군,안면읍,7663,3485
충청남도,태안군,고남면,2186,1113
충청남도,태안군,남면,4113,1959
충청남도,태안군,근흥면,5279,2698
충청남도,태안군,소원면,5103,2738
충청남도,태안군,원북면,4215,2087
충청남도,태안군,이원면,2123,1164
전북특별자치도,,,1723497,461019
전북특별자치도,전주시,,624241,124283
전북특별자치도,전주시,완산구,315800,67903
전북특별자치도,전주시 완산구,중앙동,9542,2738
전북특별자치도,전주시 완산구,풍남동,3354,1491
전북특별자치도,전주시 완산구,노송동,9970,3380
전북특별자치도,전주시 완산구,완산동,4686,1622
전북특별자치도,전주시 완산구,동서학동,5620,2217
전북특별자치도,전주시 완산구,서서학동,7631,2787
전북특별자치도,전주시 완산구,중화산1동,13250,3346
전북특별자치도,전주시 완산구,중화산2동,18588,2778
전북특별자치도,전주시 완산구,서신동,38071,6320
전북특별자치도,전주시 완산구,평화1동,11492,4186
전북특별자치도,전주시 완산구,평화2동,42032,9218
전북특별자치도,전주시 완산구,삼천1동,10799,2733
전북특별자치도,전주시 완산구,삼천2동,11686,3295
전북특별자치도,전주시 완산구,삼천3동,20125,4658
전북특별자치도,전주시 완산구,효자1동,12034,3231
전북특별자치도,전주시 완산구,효자2동,8721,2511
전북특별자치도,전주시 완산구,효자3동,13511,3551
전북특별자치도,전주시 완산구,효자4동,38687,4917
전북특별자치도,전주시 완산구,효자5동,36001,2924
전북특별자치도,전주시,덕진구,308441,56380
전북특별자치도,전주시 덕진구,진북동,12004,4442
전북특별자치도,전주시 덕진구,인후1동,16809,3970
전북특별자치도,전주시 덕진구,인후2동,9877,3206
전북특별자치도,전주시 덕진구,인후3동,29166,4932
전북특별자치도,전주시 덕진구,덕진동,19741,3196
전북특별자치도,전주시 덕진구,금암동,17562,4434
전북특별자치도,전주시 덕진구,팔복동,7130,2243
전북특별자치도,전주시 덕진구,우아1동,11512,2528
전북특별자치도,전주시 덕진구,우아2동,13489,3002
전북특별자치도,전주시 덕진구,호성동,17995,4283
전북특별자치도,전주시 덕진구,송천1동,32416,4715
전북특별자치도,전주시 덕진구,송천2동,24131,4871
전북특별자치도,전주시 덕진구,송천3동,33042,1903
전북특별자치도,전주시 덕진구,조촌동,12220,3081
전북특별자치도,전주시 덕진구,여의동,15371,3294
전북특별자치도,전주시 덕진구,혁신동,35976,2280
전북특별자치도,군산시,,256127,62891
전북특별자치도,군산시,옥구읍,2805,1347
전북특별자치도,군산시,옥산면,4263,1050
전북특별자치도,군산시,회현면,3028,1158
전북특별자치도,군산시,임피면,2330,1153
전북특별자치도,군산시,서수면,2258,1154
전북특별자치도,군산시,대야면,4369,2197
전북특별자치도,군산시,개정면,2669,1256
전북특별자치도,군산시,성산면,2463,1165
전북특별자치도,군산시,나포면,1960,1039
전북특별자치도,군산시,옥도면,2723,1047
