시도,시군구,읍면동,총인구수,노인인구수,구별_노인인구수,구별_치과수,구별_지표,최종_유망_지수,경제력_지수,노인인구_점수,공급부족_점수,경제력_점수,Total_Score
강원특별자치도,평창군,용평면,2963,1213,14970.0,12.0,1247.5,1513217.5,0.0,1.1164467579012491,3.775648949320148,1.0,4.215311028441737
충청남도,논산시,연산면,5566,2675,35941.0,34.0,1057.0882352941176,2827711.0294117643,0.0,1.256797260829218,3.351988657020286,1.0,4.212770162473705
전북특별자치도,남원시,이백면,2065,946,25717.0,20.0,1285.85,1216414.1,0.0,1.0908150313063327,3.8609765142150803,1.0,4.2116112172265385
전라남도,영암군,학산면,2776,1225,16175.0,13.0,1244.2307692307693,1524182.6923076925,0.0,1.11759874561338,3.7683750118855186,1.0,4.211531186284062
서울특별시,강북구,인수동,28019,8166,74483.0,122.0,610.516393442623,4985476.868852459,0.0,1.7839276381051936,2.358380109019433,1.0,4.207179457637306
경상북도,경주시,문무대왕면,3962,1674,70742.0,60.0,1179.0333333333333,1973701.8,0.0,1.1607022858422844,3.6233127317676144,1.0,4.205587370084122
경상북도,울진군,온정면,1514,880,15511.0,12.0,1292.5833333333333,1137473.3333333333,0.0,1.0844790988896118,3.875957972805933,1.0,4.203395409682584
전북특별자치도,부안군,변산면,4035,1624,18937.0,16.0,1183.5625,1922105.5,0.0,1.1559023370417383,3.6333899876390605,1.0,4.199843978096043
부산광역시,북구,화명제1동,38772,6657,67395.0,96.0,702.03125,4673422.03125,0.0,1.6390651833047114,2.5619978368356,1.0,4.199281454059216
충청남도,보령시,주산면,2137,1280,30757.0,25.0,1230.28,1574758.4,0.0,1.1228786892939808,3.7373349814585906,1.0,4.196573805432767
전북특별자치도,남원시,송동면,1787,902,25717.0,20.0,1285.85,1159836.7,0.0,1.086591076361852,3.8609765142150803,1.0,4.195302626388796
부산광역시,사하구,장림제2동,24560,6092,76876.0,104.0,739.1923076923077,4503159.538461539,0.0,1.5848257618585402,2.6446800418370255,1.0,4.19135706217644
충청남도,보령시,청소면,2270,1265,30757.0,25.0,1230.28,1556304.2,0.0,1.121438704653817,3.7373349814585906,1.0,4.191192100464319
충청남도,예산군,봉산면,2265,1145,28685.0,23.0,1247.1739130434785,1428014.130434783,0.0,1.1099188275325063,3.774923415918741,1.0,4.189858571821532
충청북도,옥천군,안남면,1329,720,18342.0,14.0,1310.142857142857,943302.8571428572,0.0,1.0691192627278643,3.915027370651598,1.0,4.185631176070445
전라남도,여수시,주삼동,7448,1154,67162.0,54.0,1243.7407407407406,1435276.8148148146,0.0,1.1107828183166046,3.767284713638236,1.0,4.184635131616143
경상북도,경산시,동부동,35228,6831,58327.0,85.0,686.2,4687432.2,0.0,1.6557690051306118,2.5267737948084052,1.0,4.183753732420014
울산광역시,울주군,상북면,7918,3170,46622.0,47.0,991.9574468085108,3144505.106382979,0.0,1.3043167539546245,3.20707466533414,1.0,4.183041217178739
경상북도,경산시,서부1동,29750,6828,58327.0,85.0,686.2,4685373.600000001,0.0,1.655481008202579,2.5267737948084052,1.0,4.183026029329275
경상북도,문경시,점촌5동,15287,2774,24835.0,24.0,1034.7916666666667,2870512.083333333,0.0,1.2663011594542992,3.302379480840544,1.0,4.181806965546468
경기도,동두천시,상패동,4465,1565,23718.0,27.0,878.4444444444445,1374765.5555555555,462.57995746774185,1.1502383974570938,2.9545117428924597,1.2300527293578185,4.180202403540451
전북특별자치도,남원시,아영면,1764,857,25717.0,20.0,1285.85,1101973.45,0.0,1.0822711224413606,3.8609765142150803,1.0,4.178623385759287
대구광역시,서구,상중이동,17109,4806,47613.0,57.0,835.3157894736842,4014527.6842105263,0.0,1.4613710787084937,2.858551818359248,1.0,4.177404954339781
전북특별자치도,남원시,주생면,1664,852,25717.0,20.0,1285.85,1095544.2,0.0,1.081791127561306,3.8609765142150803,1.0,4.176770136800452
대전광역시,중구,산성동,24327,7460,55397.0,86.0,644.1511627906976,4805367.674418604,0.0,1.7161523610414822,2.4332164314255325,1.0,4.175770123715857
강원특별자치도,춘천시,석사동,32135,6317,64682.0,90.0,718.6888888888889,4539957.711111111,0.0,1.6064255314609976,2.599060568603214,1.0,4.175197255217741
강원특별자치도,태백시,문곡소도동,3206,1308,12172.0,10.0,1217.2,1592097.6,0.0,1.1255666606222867,3.70823238566131,1.0,4.173862743140217
충청북도,충주시,문화동,8514,3153,53459.0,54.0,989.9814814814816,3121411.6111111115,0.0,1.3026847713624388,3.2026782035434698,1.0,4.172080123330491
경상남도,진주시,천전동,26370,6988,74552.0,111.0,671.6396396396397,4693417.801801802,0.0,1.6708408443643268,2.494377442955935,1.0,4.167707712951825
전북특별자치도,남원시,산동면,1582,827,25717.0,20.0,1285.85,1063397.95,0.0,1.079391153161033,3.8609765142150803,1.0,4.167503892006281
경상남도,함안군,법수면,2576,1322,19392.0,16.0,1212.0,1602264.0,0.0,1.1269106462864396,3.696662546353523,1.0,4.165808379214124
경상북도,경산시,진량읍,32613,6757,58327.0,85.0,686.2,4636653.4,0.0,1.6486650809058037,2.5267737948084052,1.0,4.165803722848464
경상북도,경주시,서면,2909,1559,70742.0,60.0,1179.0333333333333,1838112.9666666663,0.0,1.1496624036010283,3.6233127317676144,1.0,4.165586424202163
울산광역시,동구,방어동,36683,7117,29826.0,45.0,662.8,4717147.6,0.0,1.6832247122697357,2.474709517923362,1.0,4.165492216257727
전북특별자치도,남원시,대강면,1373,820,25717.0,20.0,1285.85,1054397.0,0.0,1.0787191603289565,3.8609765142150803,1.0,4.164909343463913
충청남도,예산군,응봉면,2228,1076,28685.0,23.0,1247.1739130434785,1341959.130434783,0.0,1.1032948981877526,3.774923415918741,1.0,4.164853745832631
전북특별자치도,부안군,계화면,2899,1519,18937.0,16.0,1183.5625,1797831.4375,0.0,1.1458224445605913,3.6333899876390605,1.0,4.163219797678565
강원특별자치도,철원군,서면,1639,528,11976.0,9.0,1330.6666666666667,702592.0,0.0,1.0506874593337672,3.9606922126081585,1.0,4.161449638068303
경기도,광주시,퇴촌면,15480,5023,75342.0,93.0,810.1290322580645,4069278.129032258,0.0,1.482202856502864,2.8025120618844452,1.0,4.153891383508856
강원특별자치도,태백시,장성동,2952,1246,12172.0,10.0,1217.2,1516631.2,0.0,1.1196147241096095,3.70823238566131,1.0,4.151791579406507
경상북도,영주시,휴천3동,6845,2242,32580.0,30.0,1086.0,2434812.0,0.0,1.2152297042164883,3.4163164400494437,1.0,4.151609216951212
경상북도,안동시,서구동,8160,2637,45683.0,44.0,1038.25,2737865.25,0.0,1.2531492997408027,3.3100741656365886,1.0,4.148017122757612
경기도,시흥시,정왕1동,20301,2538,71659.0,163.0,439.6257668711656,1115770.1963190185,1379.3409237253106,1.2436454011157214,1.9781537458196516,1.6859811781622007,4.147719065435073
전라남도,여수시,한려동,2538,1048,67162.0,54.0,1243.7407407407406,1303440.2962962962,0.0,1.100606926859447,3.767284713638236,1.0,4.146299651281951
전북특별자치도,군산시,나운3동,29830,5533,62891.0,82.0,766.9634146341464,4243608.573170732,0.0,1.5311623342684344,2.70646989659019,1.0,4.144044764490284
경상북도,영주시,가흥2동,9892,2214,32580.0,30.0,1086.0,2404404.0,0.0,1.2125417328881825,3.4163164400494437,1.0,4.142426256311939
전북특별자치도,남원시,산내면,1985,749,25717.0,20.0,1285.85,963101.65,0.0,1.071903233032181,3.8609765142150803,1.0,4.138593208248465
경상북도,문경시,점촌3동,8146,2622,24835.0,24.0,1034.7916666666667,2713223.75,0.0,1.2517093151006389,3.302379480840544,1.0,4.13361915816532
전라남도,완도군,금당면,797,384,17439.0,13.0,1341.4615384615386,515121.2307692308,0.0,1.0368636067881942,3.984710468764857,1.0,4.131601268650206
전라남도,영암군,미암면,2024,998,16175.0,13.0,1244.2307692307693,1241742.3076923075,0.0,1.0958069780589006,3.7683750118855186,1.0,4.129411633966944
경상북도,김천시,어모면,3918,1707,38910.0,34.0,1144.4117647058824,1953510.8823529407,0.0,1.1638702520506448,3.5462808114593183,1.0,4.127410741875522
전북특별자치도,남원시,사매면,1425,717,25717.0,20.0,1285.85,921954.45,0.0,1.0688312657998316,3.8609765142150803,1.0,4.126732414911926
전북특별자치도,남원시,대산면,1448,714,25717.0,20.0,1285.85,918096.9,0.0,1.0685432688717986,3.8609765142150803,1.0,4.125620465536624
대구광역시,달서구,진천동,49936,10087,107867.0,219.0,492.5433789954338,4968285.063926941,0.0,1.9683416710221757,2.0958937975176526,1.0,4.12543509969091
충청남도,예산군,대흥면,1644,967,28685.0,23.0,1247.1739130434785,1206017.1739130437,0.0,1.0928310098025622,3.774923415918741,1.0,4.125353368545816
전라남도,영암군,금정면,1923,983,16175.0,13.0,1244.2307692307693,1223078.8461538462,0.0,1.0943669934187368,3.7683750118855186,1.0,4.123985231831451
전북특별자치도,남원시,보절면,1270,708,25717.0,20.0,1285.85,910381.8,0.0,1.0679672750157332,3.8609765142150803,1.0,4.123396566786023
전라남도,영암군,도포면,2011,972,16175.0,13.0,1244.2307692307693,1209392.3076923075,0.0,1.0933110046826167,3.7683750118855186,1.0,4.120005870265424
전북특별자치도,정읍시,수성동,15764,3210,33796.0,35.0,965.6,3099576.0,0.0,1.3081567129950613,3.1484301606922127,1.0,4.118640050105638
전라남도,여수시,돌산읍죽포출장소,1726,969,67162.0,54.0,1243.7407407407406,1205184.7777777778,0.0,1.093023007754584,3.767284713638236,1.0,4.117728868768731
부산광역시,북구,만덕제2동,25463,6323,67395.0,96.0,702.03125,4438943.59375,0.0,1.6070015253170633,2.5619978368356,1.0,4.117134431653826
경상북도,영주시,가흥1동,14912,2129,32580.0,30.0,1086.0,2312094.0,0.0,1.2043818199272542,3.4163164400494437,1.0,4.114549411514147
경상남도,함안군,산인면,2504,1174,19392.0,16.0,1212.0,1422888.0,0.0,1.1127027978368231,3.696662546353523,1.0,4.1132867579861605
전라남도,완도군,생일면,726,330,17439.0,13.0,1341.4615384615386,442682.30769230775,0.0,1.0316796620836044,3.984710468764857,1.0,4.110944749916328
경기도,파주시,운정2동,64169,7502,91164.0,146.0,624.4109589041096,4684331.01369863,0.0,1.7201843180339411,2.3892950877965355,1.0,4.110027941183129
충청남도,당진시,석문면,7834,2841,39028.0,39.0,1000.7179487179488,2843039.6923076925,0.0,1.272733090847031,3.2265665113625563,1.0,4.106557968829988
경상북도,김천시,감문면,2984,1645,38910.0,34.0,1144.4117647058824,1882557.3529411769,0.0,1.1579183155379675,3.5462808114593183,1.0,4.10630350362959
전라남도,영암군,서호면,1740,933,16175.0,13.0,1244.2307692307693,1160867.3076923075,0.0,1.0895670446181906,3.7683750118855186,1.0,4.105897224713144
경상북도,울진군,금강송면,1192,616,15511.0,12.0,1292.5833333333333,796231.3333333333,0.0,1.0591353692227283,3.875957972805933,1.0,4.10516417861959
경상남도,함안군,함안면,2270,1147,19392.0,16.0,1212.0,1390164.0,0.0,1.1101108254845282,3.696662546353523,1.0,4.103705110870248
경상북도,영주시,상망동,6824,2087,32580.0,30.0,1086.0,2266482.0,0.0,1.2003498629347953,3.4163164400494437,1.0,4.100774970555237
경상북도,김천시,양금동,3328,1626,38910.0,34.0,1144.4117647058824,1860813.5294117648,0.0,1.15609433499376,3.5462808114593183,1.0,4.0998351564251925
전라남도,완도군,노화읍넙도출장소,681,288,17439.0,13.0,1341.4615384615386,386340.9230769231,0.0,1.0276477050911457,3.984710468764857,1.0,4.094878568678869
경기도,시흥시,정왕4동,19299,2371,71659.0,163.0,439.6257668711656,1042352.6932515336,1379.3409237253106,1.2276135721218973,1.9781537458196516,1.6859811781622007,4.0942508318760344
경기도,여주시,대신면,6426,2937,32515.0,33.0,985.3030303030304,2893835.0,0.0,1.2819489925440795,3.192268794246545,1.0,4.0923257647142615
강원특별자치도,원주시,단구동,41012,7020,74001.0,114.0,649.1315789473684,4556903.684210527,0.0,1.6739128115966762,2.444297703467569,1.0,4.091541241190697
부산광역시,사상구,모라제3동,8623,3991,51878.0,59.0,879.2881355932203,3509238.9491525423,0.0,1.3831319132595918,2.9563889296264483,1.0,4.089075876573706
강원특별자치도,태백시,구문소동,2034,1063,12172.0,10.0,1217.2,1293883.6,0.0,1.1020469114996108,3.70823238566131,1.0,4.086646047740881
경상북도,칠곡군,북삼읍,22447,3531,23051.0,25.0,922.04,3255723.24,0.0,1.3389723842945676,3.0515105067985164,1.0,4.085888298987934
경상북도,문경시,문경읍,5420,2461,24835.0,24.0,1034.7916666666667,2546622.291666667,0.0,1.2362534799628804,3.302379480840544,1.0,4.0825781253471325
충청남도,논산시,양촌면,5743,2270,35941.0,34.0,1057.0882352941176,2399590.2941176468,0.0,1.2179176755447942,3.351988657020286,1.0,4.082446233610663
부산광역시,북구,구포제2동,22510,6178,67395.0,96.0,702.03125,4337149.0625,0.0,1.5930816737954796,2.5619978368356,1.0,4.0814718021664556
전북특별자치도,부안군,동진면,2460,1280,18937.0,16.0,1183.5625,1514960.0,0.0,1.1228786892939808,3.6333899876390605,1.0,4.0798561870140215
전북특별자치도,군산시,나운2동,20494,5277,62891.0,82.0,766.9634146341464,4047265.93902439,0.0,1.5065865964096383,2.70646989659019,1.0,4.07753126978896
경기도,안성시,안성1동,10858,3195,43838.0,46.0,953.0,3044835.0,0.0,1.3067167283548975,3.120395550061805,1.0,4.077473064349943
경기도,가평군,설악면,9866,3555,21067.0,23.0,915.9565217391304,3256225.4347826084,0.0,1.3412763597188295,3.0379749556618476,1.0,4.074763989447096
충청북도,충주시,호암.직동,21915,2836,53459.0,54.0,989.9814814814816,2807587.481481482,0.0,1.2722530959669762,3.2026782035434698,1.0,4.074617259844133
경상남도,양산시,양주동,29558,5940,69520.0,97.0,716.7010309278351,4257204.12371134,0.0,1.57023391750488,2.5946376460693488,1.0,4.074188035493114
경기도,파주시,조리읍,27323,7343,91164.0,146.0,624.4109589041096,4585049.671232877,0.0,1.7049204808482044,2.3892950877965355,1.0,4.073558129974322
경상남도,김해시,장유1동,69049,7826,87605.0,147.0,595.952380952381,4663923.333333333,0.0,1.7512879862614799,2.3259756312908353,1.0,4.073453179416601
전라남도,여수시,삼산면,1920,843,67162.0,54.0,1243.7407407407406,1048473.4444444444,0.0,1.0809271367772078,3.767284713638236,1.0,4.072160278937521
충청남도,보령시,오천면,1939,932,30757.0,25.0,1230.28,1146620.96,0.0,1.08947104564218,3.7373349814585906,1.0,4.071718250164787
대구광역시,서구,내당4동,14230,4417,47613.0,57.0,835.3157894736842,3689589.842105263,0.0,1.4240274770402448,2.858551818359248,1.0,4.070656333886924
충청북도,충주시,칠금.금릉동,13297,2819,53459.0,54.0,989.9814814814816,2790757.7962962966,0.0,1.2706211133747907,3.2026782035434698,1.0,4.069390544767578
강원특별자치도,인제군,인제읍,9826,2248,8428.0,8.0,1053.5,2368268.0,0.0,1.215805698072554,3.3440049443757727,1.0,4.065660265754858
충청남도,보령시,미산면,1591,914,30757.0,25.0,1230.28,1124475.92,0.0,1.0877430640739831,3.7373349814585906,1.0,4.065260204202651
강원특별자치도,평창군,방림면계촌출장소,1701,796,14970.0,12.0,1247.5,993010.0,0.0,1.0764151849046943,3.775648949320148,1.0,4.064165861917663
전라남도,여수시,삼일동,1930,815,67162.0,54.0,1243.7407407407406,1013648.7037037036,0.0,1.0782391654489019,3.767284713638236,1.0,4.062033925641697
전북특별자치도,부안군,하서면,2322,1227,18937.0,16.0,1183.5625,1452231.1875,0.0,1.117790743565402,3.6333899876390605,1.0,4.061369695946152
울산광역시,울주군,웅촌면,7202,2772,46622.0,47.0,991.9574468085108,2749706.042553192,0.0,1.2661091615022773,3.20707466533414,1.0,4.060506615401405
전북특별자치도,남원시,수지면,1013,534,25717.0,20.0,1285.85,686643.8999999999,0.0,1.0512634531898326,3.8609765142150803,1.0,4.0589035030185885
전북특별자치도,부안군,백산면,2242,1213,18937.0,16.0,1183.5625,1435661.3125,0.0,1.1164467579012491,3.6333899876390605,1.0,4.056486471890489
전라남도,영암군,덕진면,1632,788,16175.0,13.0,1244.2307692307693,980453.8461538462,0.0,1.075647193096607,3.7683750118855186,1.0,4.0534420040700505
전북특별자치도,익산시,동산동,19503,5453,68648.0,92.0,746.1739130434783,4068886.347826087,0.0,1.5234824161875606,2.660213897995378,1.0,4.0527890968937275
충청남도,보령시,성주면,1895,879,30757.0,25.0,1230.28,1081416.12,0.0,1.0843830999136008,3.7373349814585906,1.0,4.052702892609607
경상남도,통영시,북신동,9505,3182,32145.0,34.0,945.4411764705884,3008393.8235294125,0.0,1.3054687416667556,3.103577401294263,1.0,4.051623284733001
전북특별자치도,부안군,보안면,2163,1199,18937.0,16.0,1183.5625,1419091.4375,0.0,1.115102772237096,3.6333899876390605,1.0,4.051603247834825
경상남도,거창군,가조면,3403,1796,19853.0,18.0,1102.9444444444443,1980888.222222222,0.0,1.172414160915617,3.4540173053152037,1.0,4.049538800799144
경상남도,함안군,칠북면,1756,992,19392.0,16.0,1212.0,1202304.0,0.0,1.0952309842028352,3.696662546353523,1.0,4.048699358908528
경상북도,문경시,점촌2동,6329,2350,24835.0,24.0,1034.7916666666667,2431760.416666667,0.0,1.225597593625668,3.302379480840544,1.0,4.047388344956953
경상북도,영주시,영주2동,4427,1908,32580.0,30.0,1086.0,2072088.0,0.0,1.1831660462288403,3.4163164400494437,1.0,4.042069615039887
전라남도,여수시,화정면,1248,759,67162.0,54.0,1243.7407407407406,943999.222222222,0.0,1.0728632227922903,3.767284713638236,1.0,4.041781219050049
강원특별자치도,인제군,북면,7607,2169,8428.0,8.0,1053.5,2285041.5,0.0,1.208221778967691,3.3440049443757727,1.0,4.0402996027704505
전북특별자치도,부안군,줄포면,2366,1166,18937.0,16.0,1183.5625,1380033.875,0.0,1.1119348060287357,3.6333899876390605,1.0,4.0400927911321896
전북특별자치도,남원시,덕과면,892,478,25717.0,20.0,1285.85,614636.2999999999,0.0,1.045887510533221,3.8609765142150803,1.0,4.038147114679644
충청북도,제천시,용두동,19464,3719,37295.0,42.0,887.9761904761905,3302383.4523809524,0.0,1.357020191784621,2.9757195832597563,1.0,4.038111559572407
충청남도,당진시,고대면,5977,2619,39028.0,39.0,1000.7179487179488,2620880.307692308,0.0,1.2514213181726062,3.2265665113625563,1.0,4.037794116820917
경상북도,김천시,구성면,2545,1442,38910.0,34.0,1144.4117647058824,1650241.7647058824,0.0,1.1384305234077503,3.5462808114593183,1.0,4.037194320340493
전라남도,영암군,삼호읍서부출장소,5828,741,16175.0,13.0,1244.2307692307693,921975.0,0.0,1.0711352412240935,3.7683750118855186,1.0,4.036439277378841
경상북도,경산시,하양읍,32596,6212,58327.0,85.0,686.2,4262674.4,0.0,1.596345638979851,2.5267737948084052,1.0,4.033604328030966
부산광역시,사상구,주례제1동,16010,3794,51878.0,59.0,879.2881355932203,3336019.186440678,0.0,1.3642201149854403,2.9563889296264483,1.0,4.033165245516676
경상북도,김천시,율곡동,23406,1430,38910.0,34.0,1144.4117647058824,1636508.8235294118,0.0,1.1372785356956192,3.5462808114593183,1.0,4.033109048421926
부산광역시,사하구,감천제1동,15930,5468,76876.0,104.0,739.1923076923077,4041903.5384615385,0.0,1.5249224008277245,2.6446800418370255,1.0,4.032931838819284
울산광역시,울주군,서생면,8462,2680,46622.0,47.0,991.9574468085108,2658445.957446809,0.0,1.2572772557092724,3.20707466533414,1.0,4.032182034086041
강원특별자치도,평창군,미탄면,1458,707,14970.0,12.0,1247.5,881982.5,0.0,1.0678712760397222,3.775648949320148,1.0,4.0319070613885435
충청북도,충주시,용산동,13630,2697,53459.0,54.0,989.9814814814816,2669980.055555556,0.0,1.2589092383014582,3.2026782035434698,1.0,4.031881177747592
경상북도,김천시,대항면,3081,1419,38910.0,34.0,1144.4117647058824,1623920.2941176472,0.0,1.136222546959499,3.5462808114593183,1.0,4.029364215829906
전라남도,완도군,청산면모도출장소,217,114,17439.0,13.0,1341.4615384615386,152926.6153846154,0.0,1.010943883265245,3.984710468764857,1.0,4.028318674980819
경상북도,영주시,하망동,5651,1862,32580.0,30.0,1086.0,2022132.0,0.0,1.1787500933323378,3.4163164400494437,1.0,4.026983322561082
경기도,파주시,운정1동,57567,7135,91164.0,146.0,624.4109589041096,4455172.191780822,0.0,1.6849526938379324,2.3892950877965355,1.0,4.025849194556512
부산광역시,서구,서대신제1동,14440,3472,31758.0,35.0,907.3714285714286,3150393.6,0.0,1.333308444709923,3.018873388663253,1.0,4.025089382614777
경기도,성남시 중원구,은행2동,20848,5301,,,0.0,0.0,3349.0222546582095,1.5088905718339003,1.0,2.6655535933329406,4.022028685698048
충청북도,음성군,대소면,20688,3398,25579.0,28.0,913.5357142857144,3104194.3571428577,0.0,1.3262045204851147,3.032588733886633,1.0,4.021832887652683
경기도,용인시 수지구,풍덕천2동,41199,4323,,,0.0,0.0,3699.5944518059882,1.4150035732952182,1.0,2.8399020264823336,4.018471515280833
부산광역시,사상구,감전동,11318,3721,51878.0,59.0,879.2881355932203,3271831.1525423727,0.0,1.357212189736643,2.9563889296264483,1.0,4.012447092891482
경상북도,김천시,남면,2816,1364,38910.0,34.0,1144.4117647058824,1560977.6470588236,0.0,1.1309426032788983,3.5462808114593183,1.0,4.010640052869805
대구광역시,서구,평리4동,15280,4197,47613.0,57.0,835.3157894736842,3505820.3684210526,0.0,1.402907702317842,2.858551818359248,1.0,4.010284363450862
인천광역시,미추홀구,학익1동,41433,6606,90154.0,138.0,653.2898550724638,4315632.782608695,0.0,1.6341692355281543,2.4535497393454078,1.0,4.009515501876387
전라남도,화순군,동면,2910,1345,19484.0,17.0,1146.1176470588234,1541528.2352941176,0.0,1.1291186227346908,3.550076346978841,1.0,4.008457315503751
제주특별자치도,서귀포시,남원읍,17778,5476,43847.0,60.0,730.7833333333333,4001769.533333333,0.0,1.5256903926358119,2.6259703337453644,1.0,4.006417709541959
경상북도,김천시,봉산면,2818,1341,38910.0,34.0,1144.4117647058824,1534656.1764705884,0.0,1.128734626830647,3.5462808114593183,1.0,4.002809948359218
충청남도,당진시,송산면,10850,2503,39028.0,39.0,1000.7179487179488,2504797.025641026,0.0,1.240285436955339,3.2265665113625563,1.0,4.001863455410772
부산광역시,사하구,하단제2동,25011,5331,76876.0,104.0,739.1923076923077,3940634.192307693,0.0,1.5117705411142282,2.6446800418370255,1.0,3.9981493779219597
경상북도,울진군,북면하당출장소,609,325,15511.0,12.0,1292.5833333333333,420089.5833333333,0.0,1.0311996672035497,3.875957972805933,1.0,3.996886571652423
경기도,광주시,오포1동,30444,4435,75342.0,93.0,810.1290322580645,3592922.258064516,0.0,1.4257554586084416,2.8025120618844452,1.0,3.9956968700477464
강원특별자치도,태백시,철암동,1606,807,12172.0,10.0,1217.2,982280.4,0.0,1.0774711736408145,3.70823238566131,1.0,3.995513500711369
충청남도,보령시,주포면,1462,717,30757.0,25.0,1230.28,882110.76,0.0,1.0688312657998316,3.7373349814585906,1.0,3.9945804789503754
충청북도,제천시,교동,19912,3553,37295.0,42.0,887.9761904761905,3154979.404761905,0.0,1.3410843617668078,2.9757195832597563,1.0,3.9906909981129015
전북특별자치도,부안군,진서면,2079,1013,18937.0,16.0,1183.5625,1198948.8125,0.0,1.0972469626990646,3.6333899876390605,1.0,3.986726128238151
경상남도,김해시,활천동,35763,7434,87605.0,147.0,595.952380952381,4430310.0,0.0,1.7136563876651982,2.3259756312908353,1.0,3.985922998115132
경기도,연천군,청산면,3943,1587,14364.0,13.0,1104.923076923077,1753512.923076923,0.0,1.152350374929334,3.4584197014357705,1.0,3.9853112396125057
경기도,안성시,일죽면,6897,2882,43838.0,46.0,953.0,2746546.0,0.0,1.2766690488634789,3.120395550061805,1.0,3.9837124189752364
전북특별자치도,부안군,상서면,1969,1000,18937.0,16.0,1183.5625,1183562.5,0.0,1.0959989760109226,3.6333899876390605,1.0,3.982191705900749
강원특별자치도,철원군,근북면,95,55,11976.0,9.0,1330.6666666666667,73186.66666666667,0.0,1.0052799436806008,3.9606922126081585,1.0,3.9816044444269236
경기도,포천시,신북면,10922,3501,40021.0,45.0,889.3555555555556,3113633.8000000003,0.0,1.3360924150142397,2.978788627935723,1.0,3.9799368917155937
부산광역시,사하구,괴정제1동,16291,5253,76876.0,104.0,739.1923076923077,3882977.192307693,0.0,1.5042826209853761,2.6446800418370255,1.0,3.978346225002315
강원특별자치도,양구군,국토정중앙면,3206,1237,5743.0,5.0,1148.6,1420818.2,0.0,1.1187507333255111,3.555599505562423,1.0,3.9778295542597855
부산광역시,강서구,명지1동,54094,5176,23089.0,31.0,744.8064516129032,3855118.193548387,0.0,1.496890699832535,2.6571713385701186,1.0,3.977495064567179
전라남도,화순군,도곡면,2702,1250,19484.0,17.0,1146.1176470588234,1432647.0588235292,0.0,1.1199987200136532,3.550076346978841,1.0,3.9760809645670476
전라남도,화순군,능주면,2841,1244,19484.0,17.0,1146.1176470588234,1425770.3529411764,0.0,1.1194227261575878,3.550076346978841,1.0,3.9740361424026247
경상북도,김천시,농소면,3012,1255,38910.0,34.0,1144.4117647058824,1436236.7647058824,0.0,1.1204787148937079,3.5462808114593183,1.0,3.9735321662761525
경기도,안성시,대덕면,14137,2816,43838.0,46.0,953.0,2683648.0,0.0,1.270333116446758,3.120395550061805,1.0,3.963941803656608
경상남도,통영시,봉평동,8707,2883,32145.0,34.0,945.4411764705884,2725706.9117647065,0.0,1.2767650478394899,3.103577401294263,1.0,3.9625391492370294
서울특별시,중랑구,망우본동,37977,8339,88438.0,164.0,539.2560975609756,4496856.597560976,0.0,1.800535460955083,2.1998281527932706,1.0,3.9608685971116
전북특별자치도,부안군,주산면,1691,925,18937.0,16.0,1183.5625,1094795.3125,0.0,1.0887990528101033,3.6333899876390605,1.0,3.956031577031122
대전광역시,동구,효동,29251,4928,53020.0,70.0,757.4285714285714,3732608.0,0.0,1.4730829537818264,2.6852551651068337,1.0,3.9556036102734806
충청북도,음성군,감곡면,9515,3169,25579.0,28.0,913.5357142857144,2894994.678571429,0.0,1.3042207549786136,3.032588733886633,1.0,3.955165168049262
경기도,이천시,부발읍,36752,5313,42183.0,58.0,727.2931034482758,3864108.2586206896,0.0,1.5100425595460316,2.618204680107412,1.0,3.9536004965647957
충청북도,충주시,봉방동,9012,2435,53459.0,54.0,989.9814814814816,2410604.907407408,0.0,1.2337575065865964,3.2026782035434698,1.0,3.951328274803031
대구광역시,동구,해안동,13194,4444,85086.0,107.0,795.196261682243,3533852.1869158875,0.0,1.4266194493925397,2.769287108810924,1.0,3.9507188503816986
충청남도,보령시,오천면어항출장소,1419,594,30757.0,25.0,1230.28,730786.32,0.0,1.057023391750488,3.7373349814585906,1.0,3.950450498209107
경기도,고양시 덕양구,삼송2동,28070,5420,,,0.0,0.0,3213.4766762870368,1.5203144499792,1.0,2.5981433440273447,3.9499948690420523
충청남도,논산시,성동면,3619,1857,35941.0,34.0,1057.0882352941176,1963012.8529411764,0.0,1.1782700984522831,3.351988657020286,1.0,3.949548004918229
경상남도,사천시,벌용동,14345,3912,29411.0,35.0,840.3142857142857,3287309.4857142856,0.0,1.375547994154729,2.869673318029313,1.0,3.9473733764945673
전라남도,여수시,묘도동,1062,490,67162.0,54.0,1243.7407407407406,609432.9629629629,0.0,1.0470394982453521,3.767284713638236,1.0,3.9444958963151637
충청남도,논산시,광석면,3747,1834,35941.0,34.0,1057.0882352941176,1938699.823529412,0.0,1.176062122004032,3.351988657020286,1.0,3.942146892908723
강원특별자치도,강릉시,내곡동,17929,3606,57203.0,66.0,866.7121212121212,3125363.909090909,0.0,1.3461723074953866,2.928407686256883,1.0,3.942141332295654
부산광역시,서구,남부민제2동,7289,3184,31758.0,35.0,907.3714285714286,2889070.628571429,0.0,1.3056607396187774,3.018873388663253,1.0,3.9416244614575073
전북특별자치도,부안군,행안면,2003,871,18937.0,16.0,1183.5625,1030882.9375,0.0,1.0836151081055134,3.6333899876390605,1.0,3.937196284244991
